data;Classe A 0 Sentido C;Classe A 0 Sentido D;Classe A 0 Total;Classe B 0 Sentido C;Classe B 0 Sentido D;Classe B 0 Total;Classe C 0 Sentido C;Classe C 0 Sentido D;Classe C 0 Total;Classe D 0 Sentido C;Classe D 0 Sentido D;Classe D 0 Total;Classe E 0 Sentido C;Classe E 0 Sentido D;Classe E 0 Total;Classe F 0 Sentido C;Classe F 0 Sentido D;Classe F 0 Total;Classe G 0 Sentido C;Classe G 0 Sentido D;Classe G 0 Total;Classe H 0 Sentido C;Classe H 0 Sentido D;Classe H 0 Total;Classe I 0 Sentido C;Classe I 0 Sentido D;Classe I 0 Total;Classe J 0 Sentido C;Classe J 0 Sentido D;Classe J 0 Total;Classe L 0 Sentido C;Classe L 0 Sentido D;Classe L 0 Total;Todos 0 Sentido C;Todos 0 Sentido D;Total Geral
27/12/2016;327;343;670;109;199;308;20;30;50;12;19;31;10;32;42;1;10;11;0;0;0;3;8;11;2523;2475;4998;499;374;873;217;114;331;3721;3604;7325
28/12/2016;321;331;652;149;209;358;20;28;48;9;12;21;7;24;31;1;8;9;0;0;0;5;6;11;2726;2517;5243;491;391;882;235;98;333;3964;3624;7588
29/12/2016;336;362;698;147;237;384;20;39;59;10;16;26;5;28;33;1;12;13;0;1;1;4;11;15;2812;2921;5733;493;418;911;262;122;384;4090;4167;8257
30/12/2016;321;313;634;121;156;277;30;21;51;8;8;16;5;21;26;2;11;13;0;0;0;4;7;11;3220;4593;7813;581;718;1299;243;130;373;4535;5978;10513
31/12/2016;166;153;319;40;56;96;8;13;21;2;7;9;1;10;11;0;3;3;0;1;1;0;2;2;2585;4325;6910;607;907;1514;121;87;208;3530;5564;9094
01/01/2017;126;121;247;34;37;71;4;7;11;3;2;5;3;4;7;0;1;1;0;0;0;0;0;0;4916;2974;7890;859;395;1254;126;78;204;6071;3619;9690
02/01/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/01/2017;315;325;640;108;194;302;11;40;51;6;11;17;10;24;34;1;7;8;0;0;0;3;5;8;2724;2529;5253;631;382;1013;268;120;388;4077;3637;7714
04/01/2017;321;337;658;119;174;293;16;31;47;14;14;28;8;23;31;5;13;18;0;0;0;3;3;6;2383;2289;4672;495;336;831;229;108;337;3593;3328;6921
05/01/2017;328;385;713;123;219;342;15;26;41;10;14;24;4;22;26;4;11;15;0;0;0;2;10;12;2492;2297;4789;463;358;821;233;107;340;3674;3449;7123
06/01/2017;310;321;631;107;171;278;14;36;50;5;13;18;2;28;30;8;7;15;0;0;0;2;6;8;2668;2893;5561;498;461;959;250;117;367;3864;4053;7917
07/01/2017;209;202;411;65;99;164;12;20;32;4;7;11;1;22;23;2;7;9;0;0;0;2;8;10;2360;3178;5538;544;599;1143;151;94;245;3350;4236;7586
08/01/2017;163;132;295;48;43;91;6;8;14;4;7;11;9;6;15;2;3;5;0;0;0;4;3;7;3842;2953;6795;609;380;989;162;93;255;4849;3628;8477
09/01/2017;297;368;665;114;237;351;19;32;51;4;16;20;7;13;20;2;7;9;1;0;1;2;5;7;2535;2558;5093;725;379;1104;235;126;361;3941;3741;7682
10/01/2017;281;333;614;109;201;310;18;25;43;7;16;23;6;27;33;5;3;8;0;0;0;2;9;11;2163;2321;4484;459;335;794;224;118;342;3274;3388;6662
11/01/2017;306;291;597;134;205;339;12;31;43;6;9;15;7;20;27;0;5;5;0;0;0;5;9;14;2170;2174;4344;405;274;679;250;116;366;3295;3134;6429
12/01/2017;335;374;709;152;226;378;14;27;41;12;17;29;7;33;40;5;12;17;0;0;0;2;4;6;2138;2250;4388;504;366;870;280;107;387;3449;3416;6865
13/01/2017;312;347;659;135;195;330;23;30;53;6;17;23;8;26;34;4;8;12;0;0;0;4;6;10;2513;3070;5583;469;482;951;288;122;410;3762;4303;8065
14/01/2017;211;207;418;70;100;170;24;23;47;6;14;20;6;12;18;1;8;9;0;0;0;1;10;11;2216;3161;5377;522;594;1116;205;89;294;3262;4218;7480
15/01/2017;153;124;277;67;61;128;11;4;15;4;5;9;7;16;23;5;1;6;0;0;0;4;1;5;3747;2760;6507;728;434;1162;242;82;324;4968;3488;8456
16/01/2017;299;342;641;95;223;318;19;30;49;10;13;23;4;14;18;5;8;13;0;0;0;1;7;8;2458;2546;5004;722;395;1117;315;118;433;3928;3696;7624
17/01/2017;286;329;615;125;188;313;23;39;62;11;17;28;6;28;34;2;14;16;0;0;0;2;7;9;1978;2199;4177;458;379;837;265;100;365;3156;3300;6456
18/01/2017;341;357;698;121;198;319;20;31;51;5;11;16;10;36;46;3;9;12;0;0;0;2;10;12;1924;2214;4138;469;309;778;376;102;478;3271;3277;6548
19/01/2017;314;381;695;157;234;391;19;37;56;10;16;26;7;21;28;1;7;8;0;0;0;3;11;14;2200;2233;4433;433;319;752;290;124;414;3434;3383;6817
20/01/2017;297;293;590;116;156;272;17;25;42;6;14;20;6;9;15;5;13;18;0;0;0;1;5;6;2406;2892;5298;464;442;906;258;122;380;3576;3971;7547
21/01/2017;191;185;376;70;98;168;16;22;38;6;16;22;7;18;25;2;5;7;0;1;1;3;12;15;2179;3170;5349;538;619;1157;252;89;341;3264;4235;7499
22/01/2017;146;125;271;54;35;89;15;6;21;7;6;13;7;7;14;3;4;7;0;0;0;0;1;1;3653;2588;6241;714;442;1156;197;90;287;4796;3304;8100
23/01/2017;288;352;640;117;208;325;24;30;54;7;9;16;8;27;35;2;14;16;0;0;0;2;10;12;2241;2266;4507;697;430;1127;304;100;404;3690;3446;7136
24/01/2017;278;351;629;138;206;344;18;27;45;6;17;23;4;24;28;1;12;13;1;1;2;1;6;7;1781;1997;3778;444;321;765;298;112;410;2970;3074;6044
25/01/2017;306;342;648;127;199;326;23;26;49;7;13;20;7;29;36;0;14;14;0;1;1;3;6;9;1912;2071;3983;441;396;837;294;109;403;3120;3206;6326
26/01/2017;313;377;690;136;204;340;20;33;53;8;19;27;5;23;28;2;11;13;1;0;1;0;12;12;2061;1971;4032;460;334;794;344;107;451;3350;3091;6441
27/01/2017;319;364;683;112;178;290;13;32;45;7;11;18;7;29;36;6;10;16;0;1;1;6;10;16;2400;2753;5153;468;452;920;244;111;355;3582;3951;7533
28/01/2017;203;186;389;74;110;184;9;20;29;6;10;16;11;18;29;1;8;9;0;0;0;5;9;14;2180;3042;5222;545;563;1108;174;90;264;3208;4056;7264
29/01/2017;143;124;267;59;34;93;9;5;14;8;10;18;9;6;15;2;4;6;0;0;0;2;5;7;3562;2618;6180;709;501;1210;164;73;237;4667;3380;8047
30/01/2017;230;300;530;73;184;257;15;36;51;11;17;28;9;21;30;2;7;9;1;0;1;3;7;10;2151;2223;4374;700;353;1053;215;102;317;3410;3250;6660
31/01/2017;236;252;488;85;173;258;22;34;56;9;15;24;12;25;37;4;7;11;1;0;1;1;9;10;1893;2024;3917;462;333;795;202;104;306;2927;2976;5903
01/02/2017;260;318;578;121;213;334;54;19;73;6;15;21;6;29;35;1;8;9;0;0;0;1;6;7;1843;1983;3826;447;351;798;359;105;464;3098;3047;6145
02/02/2017;204;389;593;125;215;340;78;24;102;7;12;19;4;32;36;2;13;15;0;0;0;0;6;6;1878;2099;3977;427;340;767;425;113;538;3150;3243;6393
03/02/2017;216;319;535;100;188;288;98;29;127;7;19;26;4;36;40;1;12;13;0;1;1;1;3;4;1988;2547;4535;468;487;955;541;124;665;3424;3765;7189
04/02/2017;131;175;306;87;105;192;72;25;97;3;14;17;3;36;39;1;6;7;1;0;1;1;3;4;1793;2837;4630;569;660;1229;425;101;526;3086;3962;7048
05/02/2017;96;98;194;40;42;82;64;8;72;5;8;13;4;9;13;0;5;5;0;0;0;0;4;4;3096;2558;5654;816;631;1447;434;90;524;4555;3453;8008
06/02/2017;267;347;614;120;210;330;34;32;66;6;13;19;8;22;30;2;7;9;0;0;0;3;3;6;2011;2152;4163;742;425;1167;334;81;415;3527;3292;6819
07/02/2017;269;299;568;119;182;301;17;33;50;9;17;26;12;27;39;3;7;10;0;0;0;5;5;10;1753;1964;3717;488;382;870;212;94;306;2887;3010;5897
08/02/2017;321;322;643;137;206;343;18;33;51;12;16;28;4;24;28;3;5;8;0;0;0;2;9;11;1805;1943;3748;443;383;826;279;113;392;3024;3054;6078
09/02/2017;293;387;680;119;225;344;34;27;61;6;7;13;4;29;33;3;11;14;1;0;1;1;7;8;1709;1883;3592;466;359;825;318;130;448;2954;3065;6019
10/02/2017;282;344;626;138;172;310;22;26;48;9;12;21;7;30;37;3;6;9;0;0;0;4;9;13;2167;2650;4817;471;501;972;324;127;451;3427;3877;7304
11/02/2017;149;164;313;70;82;152;22;19;41;8;9;17;8;15;23;3;4;7;0;0;0;2;10;12;1832;2647;4479;428;452;880;182;95;277;2704;3497;6201
12/02/2017;117;107;224;45;41;86;28;6;34;5;7;12;4;7;11;2;4;6;1;0;1;3;3;6;2894;2425;5319;779;569;1348;353;65;418;4231;3234;7465
13/02/2017;226;307;533;80;214;294;35;27;62;2;9;11;14;21;35;4;7;11;0;0;0;1;9;10;1722;2030;3752;668;375;1043;414;101;515;3166;3100;6266
14/02/2017;181;320;501;113;202;315;49;38;87;3;17;20;12;34;46;2;9;11;1;0;1;0;5;5;1499;1976;3475;437;339;776;379;111;490;2676;3051;5727
15/02/2017;220;292;512;114;193;307;51;37;88;5;16;21;6;27;33;5;15;20;0;0;0;3;5;8;1554;1887;3441;480;402;882;397;82;479;2835;2956;5791
16/02/2017;222;360;582;100;190;290;32;35;67;3;17;20;9;30;39;1;7;8;0;0;0;2;9;11;1732;1938;3670;474;389;863;374;111;485;2949;3086;6035
17/02/2017;188;318;506;119;169;288;80;33;113;5;16;21;13;20;33;2;8;10;1;0;1;2;10;12;1823;2409;4232;452;417;869;520;130;650;3205;3530;6735
18/02/2017;89;168;257;55;86;141;84;20;104;4;14;18;2;11;13;1;9;10;1;0;1;2;9;11;1716;2689;4405;470;503;973;392;90;482;2816;3599;6415
19/02/2017;97;111;208;42;40;82;31;8;39;5;6;11;5;15;20;2;3;5;2;0;2;1;2;3;2637;2240;4877;563;370;933;281;66;347;3666;2861;6527
20/02/2017;108;325;433;72;199;271;113;25;138;1;15;16;3;20;23;1;4;5;0;0;0;1;5;6;1678;2078;3756;648;359;1007;517;136;653;3142;3166;6308
21/02/2017;111;293;404;73;194;267;101;29;130;3;12;15;3;36;39;0;10;10;0;0;0;0;7;7;1511;1930;3441;402;352;754;467;109;576;2671;2972;5643
22/02/2017;181;307;488;79;156;235;87;37;124;3;12;15;3;31;34;1;7;8;0;0;0;0;12;12;1658;2080;3738;406;341;747;451;113;564;2869;3096;5965
23/02/2017;150;351;501;81;196;277;117;34;151;4;13;17;3;32;35;0;11;11;0;0;0;1;4;5;1746;2275;4021;440;391;831;499;139;638;3041;3446;6487
24/02/2017;141;358;499;69;171;240;142;25;167;4;12;16;1;26;27;0;7;7;0;0;0;2;9;11;2012;4465;6477;450;648;1098;677;167;844;3498;5888;9386
25/02/2017;97;332;429;34;170;204;88;11;99;1;1;2;0;9;9;1;5;6;0;0;0;0;3;3;2057;3991;6048;507;720;1227;492;119;611;3277;5361;8638
26/02/2017;70;91;161;29;25;54;53;7;60;0;7;7;1;13;14;0;3;3;0;0;0;2;0;2;2170;3419;5589;540;591;1131;349;64;413;3214;4220;7434
27/02/2017;52;118;170;33;60;93;54;12;66;1;6;7;1;6;7;2;5;7;0;0;0;2;1;3;2605;2653;5258;694;431;1125;361;49;410;3805;3341;7146
28/02/2017;44;102;146;19;32;51;138;6;144;0;4;4;0;10;10;0;1;1;1;0;1;0;0;0;4470;2254;6724;919;389;1308;540;78;618;6131;2876;9007
01/03/2017;119;218;337;59;126;185;111;19;130;0;17;17;1;19;20;1;5;6;0;0;0;0;5;5;4437;2131;6568;921;286;1207;565;97;662;6214;2923;9137
02/03/2017;116;297;413;50;192;242;146;37;183;7;12;19;3;19;22;0;4;4;0;0;0;0;12;12;1841;1938;3779;580;332;912;575;118;693;3318;2961;6279
03/03/2017;106;260;366;66;190;256;103;30;133;4;19;23;5;25;30;0;8;8;0;0;0;0;10;10;1701;2175;3876;400;392;792;426;130;556;2811;3239;6050
04/03/2017;78;173;251;36;88;124;97;19;116;2;17;19;3;21;24;0;9;9;0;0;0;1;0;1;1635;2497;4132;505;490;995;371;91;462;2728;3405;6133
05/03/2017;62;101;163;36;45;81;91;6;97;1;3;4;5;3;8;1;4;5;0;0;0;2;1;3;2676;2478;5154;744;482;1226;368;61;429;3986;3184;7170
06/03/2017;125;318;443;64;175;239;92;25;117;6;6;12;1;12;13;3;7;10;0;0;0;0;1;1;1756;2137;3893;636;400;1036;475;110;585;3158;3191;6349
07/03/2017;113;268;381;55;190;245;95;29;124;2;18;20;4;29;33;0;9;9;0;0;0;1;10;11;1475;2021;3496;468;407;875;379;89;468;2592;3070;5662
08/03/2017;106;272;378;58;184;242;137;28;165;2;19;21;6;27;33;0;7;7;0;1;1;1;8;9;1510;1933;3443;403;323;726;501;104;605;2724;2906;5630
09/03/2017;150;288;438;66;202;268;106;29;135;5;18;23;4;19;23;1;6;7;0;0;0;1;7;8;1624;1862;3486;390;270;660;387;120;507;2734;2821;5555
10/03/2017;134;260;394;69;150;219;118;29;147;2;14;16;10;28;38;2;6;8;0;1;1;1;5;6;1776;2509;4285;419;425;844;476;148;624;3007;3575;6582
11/03/2017;61;158;219;31;84;115;99;19;118;1;12;13;3;18;21;0;8;8;0;0;0;0;3;3;1625;2817;4442;502;552;1054;386;87;473;2708;3758;6466
12/03/2017;41;117;158;24;38;62;85;4;89;0;7;7;5;13;18;0;0;0;0;0;0;0;3;3;2838;2788;5626;854;607;1461;444;44;488;4291;3621;7912
13/03/2017;73;285;358;40;175;215;114;24;138;1;13;14;4;14;18;0;7;7;0;1;1;1;3;4;1631;2140;3771;655;364;1019;495;120;615;3014;3146;6160
14/03/2017;63;242;305;40;182;222;117;21;138;0;20;20;4;27;31;0;7;7;0;0;0;2;7;9;1322;1890;3212;401;331;732;452;117;569;2401;2844;5245
15/03/2017;106;241;347;55;144;199;140;32;172;1;22;23;2;19;21;0;10;10;0;0;0;0;1;1;1411;1827;3238;440;391;831;439;113;552;2594;2800;5394
16/03/2017;68;303;371;44;178;222;125;28;153;2;18;20;1;21;22;1;8;9;0;0;0;0;3;3;1472;1919;3391;415;364;779;482;105;587;2610;2947;5557
17/03/2017;106;261;367;56;171;227;125;24;149;4;17;21;3;25;28;0;6;6;0;1;1;2;14;16;1660;2615;4275;444;504;948;505;138;643;2905;3776;6681
18/03/2017;53;159;212;32;99;131;108;22;130;0;10;10;3;27;30;1;7;8;0;0;0;0;12;12;1559;3206;4765;514;729;1243;422;110;532;2692;4381;7073
19/03/2017;55;114;169;30;60;90;114;6;120;4;12;16;1;5;6;1;4;5;0;0;0;0;2;2;3186;2802;5988;902;714;1616;525;62;587;4818;3781;8599
20/03/2017;74;288;362;54;176;230;97;22;119;2;9;11;5;15;20;1;7;8;0;0;0;3;7;10;1749;1993;3742;687;414;1101;438;144;582;3110;3075;6185
21/03/2017;53;273;326;44;162;206;84;35;119;1;19;20;1;41;42;0;8;8;0;0;0;3;9;12;1369;1849;3218;455;399;854;442;102;544;2452;2897;5349
22/03/2017;137;283;420;60;175;235;86;30;116;6;22;28;4;36;40;2;6;8;0;0;0;2;8;10;1482;1855;3337;418;407;825;435;124;559;2632;2946;5578
23/03/2017;203;292;495;81;141;222;2;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1942;2184;4126;388;330;718;137;78;215;2753;3026;5779
24/03/2017;126;229;355;61;110;171;47;26;73;0;10;10;5;20;25;1;7;8;0;0;0;0;3;3;1766;2473;4239;379;541;920;389;136;525;2774;3555;6329
25/03/2017;70;171;241;34;73;107;35;14;49;2;14;16;0;16;16;1;7;8;0;1;1;0;1;1;1619;2756;4375;580;766;1346;360;99;459;2701;3918;6619
26/03/2017;40;106;146;32;38;70;36;6;42;0;4;4;2;6;8;1;1;2;0;0;0;0;0;0;3033;2590;5623;748;581;1329;413;56;469;4305;3388;7693
27/03/2017;66;297;363;35;163;198;39;31;70;4;9;13;1;17;18;0;4;4;0;0;0;2;5;7;1637;1897;3534;644;423;1067;439;102;541;2867;2948;5815
28/03/2017;130;254;384;43;162;205;35;21;56;5;18;23;3;35;38;3;7;10;0;0;0;1;8;9;1420;1824;3244;454;415;869;330;121;451;2424;2865;5289
29/03/2017;116;261;377;55;171;226;64;26;90;3;18;21;1;50;51;1;6;7;0;0;0;0;6;6;1470;1867;3337;447;418;865;414;113;527;2571;2936;5507
30/03/2017;98;292;390;55;144;199;70;18;88;6;18;24;3;25;28;1;6;7;0;0;0;1;1;2;1602;1816;3418;373;380;753;419;175;594;2628;2875;5503
31/03/2017;92;235;327;39;119;158;78;22;100;5;18;23;1;14;15;0;5;5;0;0;0;0;5;5;1730;2326;4056;438;566;1004;480;128;608;2863;3438;6301
01/04/2017;115;138;253;54;61;115;56;14;70;3;16;19;6;12;18;1;2;3;0;0;0;1;3;4;1766;2544;4310;445;616;1061;283;118;401;2730;3524;6254
02/04/2017;54;103;157;30;38;68;42;7;49;0;20;20;2;11;13;1;2;3;0;0;0;0;3;3;2737;2581;5318;943;788;1731;359;75;434;4168;3628;7796
03/04/2017;109;319;428;30;186;216;54;23;77;3;13;16;1;32;33;2;5;7;0;0;0;1;4;5;1729;2043;3772;707;491;1198;408;126;534;3044;3242;6286
04/04/2017;128;269;397;47;138;185;56;37;93;3;25;28;10;26;36;2;5;7;0;0;0;2;9;11;1454;1949;3403;469;461;930;329;137;466;2500;3056;5556
05/04/2017;110;273;383;70;197;267;61;43;104;6;17;23;6;26;32;0;13;13;0;0;0;1;7;8;1521;1928;3449;390;369;759;495;113;608;2660;2986;5646
06/04/2017;158;325;483;50;143;193;68;35;103;3;12;15;5;27;32;1;7;8;0;0;0;3;9;12;1642;1867;3509;495;455;950;400;124;524;2825;3004;5829
07/04/2017;130;266;396;58;151;209;76;35;111;3;17;20;6;22;28;1;7;8;0;0;0;0;7;7;1921;2366;4287;507;597;1104;441;116;557;3143;3584;6727
08/04/2017;65;146;211;35;88;123;42;19;61;2;12;14;1;24;25;1;8;9;0;0;0;2;5;7;1642;2586;4228;595;758;1353;341;76;417;2726;3722;6448
09/04/2017;151;344;495;59;159;218;3;1;4;0;0;0;0;11;11;0;0;0;0;0;0;1;0;1;1603;2615;4218;321;470;791;125;103;228;2263;3703;5966
10/04/2017;89;328;417;53;186;239;113;22;135;3;17;20;5;12;17;2;8;10;0;0;0;0;5;5;1644;2164;3808;674;451;1125;472;141;613;3055;3334;6389
11/04/2017;160;280;440;71;127;198;35;20;55;7;17;24;4;23;27;1;7;8;0;0;0;1;1;2;1543;2069;3612;352;380;732;328;162;490;2502;3086;5588
12/04/2017;139;399;538;51;188;239;85;38;123;6;14;20;2;33;35;1;15;16;0;0;0;2;5;7;1918;3227;5145;488;553;1041;549;143;692;3241;4615;7856
13/04/2017;101;417;518;47;196;243;66;13;79;4;8;12;3;17;20;0;4;4;0;0;0;0;1;1;2009;5427;7436;515;905;1420;652;169;821;3397;7157;10554
14/04/2017;21;120;141;9;34;43;49;5;54;2;1;3;0;3;3;0;2;2;0;0;0;0;1;1;1911;3331;5242;607;706;1313;375;73;448;2974;4276;7250
15/04/2017;48;101;149;17;47;64;39;10;49;1;8;9;0;14;14;2;2;4;0;0;0;0;2;2;2281;2571;4852;730;801;1531;257;67;324;3375;3623;6998
16/04/2017;119;148;267;40;46;86;15;8;23;2;9;11;2;15;17;0;0;0;0;0;0;0;0;0;3715;2945;6660;770;740;1510;213;84;297;4876;3995;8871
17/04/2017;183;364;547;63;179;242;70;38;108;2;13;15;5;17;22;1;7;8;1;0;1;1;4;5;2814;2105;4919;887;531;1418;471;136;607;4498;3394;7892
18/04/2017;138;335;473;61;198;259;58;36;94;5;23;28;3;38;41;1;4;5;0;0;0;0;3;3;1544;1918;3462;512;451;963;462;111;573;2784;3117;5901
19/04/2017;129;320;449;74;166;240;80;36;116;2;18;20;3;34;37;1;4;5;0;0;0;0;3;3;1608;1869;3477;458;438;896;508;118;626;2863;3006;5869
20/04/2017;157;360;517;67;178;245;108;38;146;13;11;24;1;26;27;0;12;12;0;0;0;1;12;13;1747;2459;4206;496;618;1114;512;122;634;3102;3836;6938
21/04/2017;63;170;233;36;68;104;59;5;64;4;11;15;0;11;11;0;3;3;0;0;0;0;3;3;1586;3131;4717;514;723;1237;458;79;537;2720;4204;6924
22/04/2017;67;137;204;46;81;127;58;14;72;1;14;15;2;17;19;0;7;7;0;0;0;0;0;0;1507;2154;3661;549;634;1183;303;78;381;2533;3136;5669
23/04/2017;50;116;166;30;37;67;57;7;64;1;12;13;1;10;11;0;5;5;0;0;0;1;2;3;3204;2418;5622;807;656;1463;578;65;643;4729;3328;8057
24/04/2017;123;319;442;75;151;226;113;27;140;3;9;12;2;14;16;1;7;8;0;0;0;2;3;5;1671;1909;3580;644;402;1046;428;138;566;3062;2979;6041
25/04/2017;112;311;423;60;167;227;99;26;125;5;12;17;7;27;34;1;13;14;0;0;0;0;3;3;1362;1828;3190;495;474;969;466;131;597;2607;2992;5599
26/04/2017;146;311;457;68;173;241;116;23;139;7;18;25;4;19;23;1;8;9;0;0;0;0;2;2;1474;1828;3302;449;477;926;506;110;616;2771;2969;5740
27/04/2017;75;358;433;45;206;251;59;33;92;9;13;22;1;29;30;1;7;8;0;0;0;0;7;7;1473;2051;3524;409;451;860;696;155;851;2768;3310;6078
28/04/2017;42;247;289;23;95;118;50;24;74;4;16;20;0;27;27;1;9;10;0;0;0;0;1;1;1305;2407;3712;404;569;973;667;122;789;2496;3517;6013
29/04/2017;76;194;270;35;85;120;48;20;68;5;17;22;2;27;29;2;5;7;0;0;0;0;8;8;1775;4244;6019;557;895;1452;545;129;674;3045;5624;8669
30/04/2017;43;123;166;21;41;62;56;6;62;4;9;13;1;16;17;1;0;1;0;0;0;0;1;1;2098;3038;5136;719;785;1504;385;55;440;3328;4074;7402
01/05/2017;57;130;187;22;42;64;68;8;76;1;6;7;1;9;10;0;1;1;0;0;0;0;1;1;4545;2934;7479;1011;683;1694;632;73;705;6337;3887;10224
02/05/2017;124;341;465;77;204;281;68;24;92;4;16;20;6;14;20;2;7;9;0;0;0;0;2;2;1728;2091;3819;692;474;1166;584;110;694;3285;3283;6568
03/05/2017;213;322;535;88;178;266;38;20;58;1;17;18;3;22;25;0;7;7;0;0;0;0;4;4;2219;1943;4162;563;424;987;461;93;554;3586;3030;6616
04/05/2017;334;335;669;180;179;359;82;26;108;9;14;23;14;22;36;5;12;17;0;0;0;1;9;10;2127;2002;4129;511;419;930;459;91;550;3722;3109;6831
05/05/2017;142;310;452;53;156;209;81;37;118;6;22;28;3;30;33;1;12;13;0;0;0;0;11;11;1825;2275;4100;492;634;1126;593;119;712;3196;3606;6802
06/05/2017;84;174;258;34;91;125;58;18;76;3;14;17;2;27;29;0;7;7;0;1;1;1;9;10;1622;2624;4246;571;773;1344;457;92;549;2832;3830;6662
07/05/2017;56;121;177;24;34;58;42;12;54;1;9;10;2;14;16;0;2;2;0;1;1;0;2;2;2297;2545;4842;800;749;1549;537;76;613;3759;3565;7324
08/05/2017;108;288;396;66;136;202;60;25;85;3;17;20;12;26;38;1;6;7;0;0;0;4;3;7;1679;2093;3772;623;431;1054;470;130;600;3026;3155;6181
09/05/2017;79;288;367;66;156;222;59;36;95;8;20;28;3;27;30;0;8;8;0;0;0;0;5;5;1400;1900;3300;441;416;857;497;150;647;2553;3006;5559
10/05/2017;128;317;445;57;208;265;68;20;88;4;15;19;5;27;32;1;10;11;0;0;0;0;11;11;1464;1844;3308;459;479;938;531;115;646;2717;3046;5763
11/05/2017;170;402;572;56;200;256;83;26;109;9;19;28;6;40;46;2;7;9;0;0;0;1;12;13;1531;1966;3497;464;468;932;555;106;661;2877;3246;6123
12/05/2017;129;329;458;65;156;221;92;34;126;5;21;26;4;25;29;3;7;10;0;0;0;0;14;14;1792;2875;4667;520;684;1204;625;124;749;3235;4269;7504
13/05/2017;88;205;293;31;93;124;62;14;76;3;17;20;1;18;19;0;9;9;0;0;0;2;16;18;1803;3939;5742;609;1115;1724;588;105;693;3187;5531;8718
14/05/2017;81;105;186;36;39;75;37;6;43;2;11;13;5;12;17;0;5;5;0;0;0;0;2;2;3975;3058;7033;951;772;1723;510;53;563;5597;4063;9660
15/05/2017;117;344;461;37;193;230;44;28;72;6;12;18;2;24;26;0;7;7;0;0;0;0;7;7;2135;2127;4262;852;512;1364;610;91;701;3803;3345;7148
16/05/2017;119;297;416;61;196;257;74;34;108;8;15;23;4;46;50;0;6;6;0;0;0;1;8;9;1449;1934;3383;478;451;929;503;95;598;2697;3082;5779
17/05/2017;125;286;411;71;173;244;69;29;98;4;29;33;3;36;39;2;14;16;0;0;0;0;10;10;1554;1800;3354;467;492;959;525;105;630;2820;2974;5794
18/05/2017;91;312;403;48;182;230;91;29;120;6;19;25;2;37;39;1;12;13;0;0;0;2;8;10;1428;1816;3244;431;392;823;621;126;747;2721;2933;5654
19/05/2017;89;290;379;49;168;217;103;30;133;5;26;31;4;42;46;4;6;10;0;0;0;0;11;11;1572;2509;4081;467;603;1070;699;136;835;2992;3821;6813
20/05/2017;81;177;258;40;104;144;79;35;114;2;12;14;3;33;36;0;2;2;0;0;0;1;8;9;1590;2908;4498;518;752;1270;531;96;627;2845;4127;6972
21/05/2017;55;130;185;25;49;74;63;11;74;2;8;10;2;8;10;1;6;7;0;1;1;0;2;2;2925;2641;5566;740;642;1382;557;70;627;4370;3568;7938
22/05/2017;115;312;427;68;192;260;71;33;104;3;16;19;2;19;21;4;5;9;0;0;0;2;3;5;1806;2009;3815;725;478;1203;529;111;640;3325;3178;6503
23/05/2017;129;310;439;50;168;218;54;50;104;5;14;19;2;29;31;1;17;18;0;0;0;1;8;9;1466;1861;3327;452;418;870;486;122;608;2646;2997;5643
24/05/2017;153;321;474;70;177;247;69;47;116;7;24;31;4;35;39;1;9;10;0;0;0;3;11;14;1534;1841;3375;471;444;915;514;105;619;2826;3014;5840
25/05/2017;140;353;493;46;178;224;84;23;107;7;18;25;4;32;36;0;6;6;0;1;1;3;6;9;1566;1839;3405;438;442;880;525;112;637;2813;3010;5823
26/05/2017;88;277;365;56;162;218;105;37;142;1;27;28;3;35;38;2;11;13;0;0;0;2;10;12;1635;2597;4232;426;603;1029;797;104;901;3115;3863;6978
27/05/2017;89;179;268;33;86;119;56;19;75;3;13;16;2;20;22;3;7;10;0;0;0;3;7;10;1624;3004;4628;519;792;1311;491;96;587;2823;4223;7046
28/05/2017;49;103;152;34;38;72;71;13;84;3;11;14;6;12;18;2;0;2;1;1;2;0;11;11;2743;2191;4934;671;545;1216;546;57;603;4126;2982;7108
